STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,12864275,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,13304909,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,14085787,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,15516977,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,16718649,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CHL,Chile,WG,Wages,CHF,Swiss franc,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,18160644,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,13736750,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,15004859,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,16442646,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,19190685,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,20808386,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,22041178,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,23210970,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,24663049,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,25864147,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,26668141,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,28413751,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,29943142,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,31877203,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,34209301,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,35757240,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,41546184,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,40235574,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,40795382,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,COL,Colombia,WG,Wages,COP,Colombian peso,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,44585780,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1991,,549238.7,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1992,,675446.21,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1993,,787413.92,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1994,,924791.87,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1995,,1109765.3,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1996,,1308040.1,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1997,,1463451.2,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1998,,1629206.9,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,1999,,1909613.5,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,2127867.3,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,2409348.1,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,2699973.1,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,2927480.6,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,3351053.3,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,3517371.7,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,4156115.5,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,4546869.1,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,5315863.4,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,6162442.9,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,6735220.7,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,7355947.4,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,7746081,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,8688384.1,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,9174166.6,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,9883388.6,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,10392555,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,10684070,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,11178021,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,11757377,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,12972725,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,13101011,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,13227896,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CRI,Costa Rica,WG,Wages,CRC,Costa Rican colon,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,14075631,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,173858.19,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,189208.93,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,203271.2,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,219031.5,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,236759.02,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,246457.44,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,260859.74,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,276548.97,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,290845.22,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,292236.22,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,302624.81,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,310327.93,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,317579.5,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,317799.11,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,327254.87,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,336887.09,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,350196.42,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,376653.12,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,435459.42,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,441654.34,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,463475.37,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,499593.34,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,536135.17,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,CZE,Czechia,WG,Wages,CZK,Czech koruna,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2024,,569578.78,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2000,,267667.67,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2001,,275588.52,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2002,,287080.99,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2003,,297692.33,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2004,,307920.21,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2005,,318542.16,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2006,,331041.15,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2007,,340565.95,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2008,,355043.39,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2009,,365674.76,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,378342.98,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,385079.83,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DNK,Denmark,WG,Wages,DKK,Danish krone,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,394041.4,,,,A,Normal value,0,Units,0,Zero
